status,path,domain_first_pass,action_first_pass,manual_action,canonical_target,evidence_tests,notes
A,artifacts/temporal_texture/before/pytest-runtime.txt,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/before/pytest-v01.txt,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/before/report.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/before/report.md,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/before/ruff-lint.txt,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/claude-summary.md,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/hotspots.md,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/temporal_texture/regression.md,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/README.md,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/case_final.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/cli_transcript.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/analysis.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/approved_execution_envelope.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/artistic_approval.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/case.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/evidence_manifest.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/execution_record.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/one_point_spec.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/plan.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/source_manifest.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/technical_gate.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/evidence/verification_result.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,artifacts/verification/runtime_integration/golden_case/source_manifest.json,GENERATED_ARTIFACT,DELETE_LATER,DELETE_LATER,none,Generated evidence/output; preserve only hashes or selected records,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/deepseek_worker.example.env,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/full_test_runtime_v02.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/mrs_formula_v02.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/mrs_open_v03.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/mrs_thresholds.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/mrs_weights.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/mt001_gate3_real_ai_30.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/mt001_runtime_smoke.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/night_jobs.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/preset_grid.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/runtime_config.example.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/runtime_profiles/dev.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/runtime_profiles/prod.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/runtime_test_mrs_open.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/server_limits.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/smoke_test.yaml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,configs/smoke_test_config.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
M,dashboard.html,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/calibration/mrs_002/labels.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/calibration/mrs_002/registry.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/moodify_runtime_full_test/input_registry.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/moodify_runtime_full_test/run_queue.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/moodify_runtime_test/input_registry.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/moodify_runtime_test/run_queue.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/mvp_evidence/workspace_v2_candidate/candidate_manifest.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/mvp_evidence/workspace_v2_candidate/v2_pytest.xml,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/tidal_craft/craft_memory_seed_tidal.md,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/tidal_craft/craft_memory_seed_tidal_manual.md,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/tidal_queue.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/tidal_registry.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/validation/README.md,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/validation/ground_truth.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/validation/registry.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/workspace_v2/acceptance_samples/WSA_20260724_001.json,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,data/workspace_v2/acceptance_samples/registry.jsonl,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,deliverables/lyrics/Ou_es-tu_maintenant/Ou_es-tu_maintenant_en_translation.lrc,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,deliverables/lyrics/Ou_es-tu_maintenant/Ou_es-tu_maintenant_fr_original.lrc,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
A,deliverables/lyrics/Ou_es-tu_maintenant/Ou_es-tu_maintenant_zh_en_timeline.lrc,UNKNOWN,HUMAN_DECISION,HUMAN_DECISION,unresolved,Requires manual classification in a scoped follow-up,First-pass decision; high-value subsystems are reviewed in companion reports.
